id,document,tag,content
87,P2_GMT20220714.odt,Text or feature improvement,"Environmental is not featured here at all so you might want to add ""linking event and environmental data""."
88,P2_GMT20220714.odt,Text or feature improvement,Something like this around step 2 terminology.
90,P2_GMT20220714.odt,Data protection important,"Yeah, these are the ethical aspects going on. I assume that the data the person has is personal data so it makes sense having it there."
89,P2_GMT20220714.odt,Text or feature improvement,I don't know if the last sentence serves any purpose though.
91,P2_GMT20220714.odt,Data protection important,I know that when you are processing personal data you need to be very transparent and comply with the ethics.
92,P2_GMT20220714.odt,Rigid linkage purposes,Are these purposes the only possible ones or examples? Are these the only options you can undertake with this platform? So it is either to conduct analysis or prepare it for an open data repository.
93,P2_GMT20220714.odt,Linkage option clear,Metadata input there are recommended and minimum options. That is okay.
94,P2_GMT20220714.odt,Linkage option clear,"I would have to figure out what this section is in terms of the minimum. Okay, here it is."
95,P2_GMT20220714.odt,Text or feature improvement,Season-alike dates is a term Iam not familiar with. Imight need a footnote or tooltip with a definition or clarification.
96,P2_GMT20220714.odt,Text or feature improvement,"Unless it is seasonal, but if there is a difference it definitely needs clarification from a researcher point of view."
97,P2_GMT20220714.odt,Linkage option clear,"Oh yeah it is here, so it is seasonal I think. But it has a spatial component."
98,P2_GMT20220714.odt,Linkage option clear,"Oky, this is something more around the risk of re-identification of an individual. Somehow the way you are producing the data ensures anonymity. That is my interpretation but this sentence is quite a sentence."
98,P2_GMT20220714.odt,Text or feature improvement,"Oky, this is something more around the risk of re-identification of an individual. Somehow the way you are producing the data ensures anonymity. That is my interpretation but this sentence is quite a sentence."
102,P2_GMT20220714.odt,Text or feature improvement,"I am also trying to think about this so, this step 2 is about linkage options but this is almost a warning, caveat or constraint."
99,P2_GMT20220714.odt,Text or feature improvement,I feel it is a constraint. It could improve the way it is written  by using bullet points with specific titles at the start of each sentence with an explanation.
103,P2_GMT20220714.odt,Text or feature improvement,Like a constraint almost.
100,P2_GMT20220714.odt,Linkage option clear,I would be curious how much this would affect the result. I will choose as input because I would be trying to conduct data analysis.
101,P2_GMT20220714.odt,Linkage option clear,But then I assume that if I was trying to deposit the data in an open data repository the season-alike would be the preferred output. That is my interpretation of what I am getting.
104,P2_GMT20220714.odt,Text or feature improvement,I don't know if there is almost a need for step 2a and 2b.
105,P2_GMT20220714.odt,Linkage process clear,Where 1 is about is about conducting data analysis and you keep it nice and clean.
105,P2_GMT20220714.odt,Text consistent,Where 1 is about is about conducting data analysis and you keep it nice and clean.
106,P2_GMT20220714.odt,Linkage option to limit others,I don't think they would like to do season-alike for data analysis.
107,P2_GMT20220714.odt,Linkage option to limit others,"Then, asking if you want to conduct data analysis or prepare data to deposit in an open data repository. Just a viewpoint."
108,P2_GMT20220714.odt,Real use case application,Within an area or distance ... it depends if it is an urban or rural environment ...
109,P2_GMT20220714.odt,Real use case application,I think it is getting from A to B ... Distance would be probably more appropriate but I would have to think about that.
110,P2_GMT20220714.odt,Data available comment,This is the maximum resolution but I think this is due to the data availability.
111,P2_GMT20220714.odt,Linkage process clear,I want to start clicking on these but I can only select one. I don't want to mess with the system just yet. I will play with that later.
112,P2_GMT20220714.odt,Usable tool and data,"Okay, it takes from seconds to minutes, that is very good."
113,P2_GMT20220714.odt,Usable tool and data,The outputs are pretty straight forward. I am very familiar with FAIR.
114,P2_GMT20220714.odt,Data protection important,"I am curious about whether the graph files are ready to be shared because I can conduct data analysis and would have to meet these criteria already. Unless anonymity still exists in the end, so I am curious about this."
120,P2_GMT20220714.odt,open tag,It is not necessary for data analysis. I am trying to interpret where data analysis begins and where linking the data.
121,P2_GMT20220714.odt,Real use case application,I don't know if Ifollow into the HDR definition but I at the same time I would find this useful.
121,P2_GMT20220714.odt,Researcher's expertise,I don't know if Ifollow into the HDR definition but I at the same time I would find this useful.
118,P2_GMT20220714.odt,Real use case application,I would find it useful actually because I would come from the environmental data side.
115,P2_GMT20220714.odt,Text or feature improvement,"I would add ""environmental data background"" in the scenario."
122,P2_GMT20220714.odt,Data protection important,"Looking at the platform, again I am trying to imagine what it would change if coming from an individual or population stamp point, in terms of data. Especially anonymity etc."
123,P2_GMT20220714.odt,Data upload clear,"At this point I would probably like to upload the dataset that has been provided, even though it might be the same."
127,P2_GMT20220714.odt,Data upload confusing,One thing that I don't have is the description of some of these but I don't know how important that would be.
126,P2_GMT20220714.odt,Data upload confusing,There are no descriptors of the column names.
125,P2_GMT20220714.odt,Data upload confusing,"The length of the event is 14 days and a lag of 7 days, I am not sure about that completely."
124,P2_GMT20220714.odt,Data upload confusing,I don't know if other formats would work but I trust the developers.
129,P2_GMT20220714.odt,Data table structure confusing,it says uploaded so this would be another way of uploading the file.
128,P2_GMT20220714.odt,Data upload confusing,When I dragged and dropped the success message was different so I am not sure if I have repeated the process twice.
130,P2_GMT20220714.odt,Linkage option clear,I probably don't have time to do both of these but I will choose data analysis.
131,P2_GMT20220714.odt,Text consistent,The warning message is very helpful here.
132,P2_GMT20220714.odt,Text consistent,Okay it is very good and I change between the purposes so that is great.
133,P2_GMT20220714.odt,Text or feature improvement,The terminology is different here.
134,P2_GMT20220714.odt,Metadata upload off-guard,"I would prefer recommended metadata ... Okay, where did this come from? Unlike the previous step where the table was there this was not available to me."
135,P2_GMT20220714.odt,Task confusion,"Hold on, so task 1 is complete actually? No? I might have to ask what I have missed."
136,P2_GMT20220714.odt,Metadata upload off-guard,So what I end up doing is exporting the metadata file and importing it if that is what is required.
137,P2_GMT20220714.odt,Data upload confusing,"Okay, so I could have dragged the table I had just exported."
138,P2_GMT20220714.odt,Metadata upload off-guard,"When I clicked on recommended ... Yes, this is a bit tricky ... If I would have explored the platform already ..."
139,P2_GMT20220714.odt,Step 2 flow unclear,"There is a lot going in step 2 ... You need to upload a file. Then, go through all of this, which is quite intense or hopefully with not many changes. Then, come back to the platform. So this could be in the middle if I wanted to do a quick analysis but it serves the function."
149,P2_GMT20220714.odt,Linkage option unclear,"I suppose options yeah, what are these options? Are they to do with case and season or others? I am going to go as input because I am not sure what is season-alike dates are."
150,P2_GMT20220714.odt,Linkage option clear,I am going to go with distance as a preference. Okay I got an option for distance in km. I am going to choose a 10km radius unless this can cause problems.
141,P2_GMT20220714.odt,Text or feature improvement,I would usually say long/lat instead of lan/lon.
151,P2_GMT20220714.odt,open tag,"I don't know if this small dataset will take long. I always like to start small and then, meaning is always good."
152,P2_GMT20220714.odt,Additional features,"Ah! I can only choose one aggregation method. I wish there was a (s) so I could select more than one. That way Ican actually, I suppose I want to do data analysis so the more outputs I can get, the easier my life is."
153,P2_GMT20220714.odt,Linkage process clear,"And so, the link button is key and ... technically the task is completed once the spinner stops."
143,P2_GMT20220714.odt,Export output error,Unfortunately my button is not working
140,P2_GMT20220714.odt,Moderator Assist,"MODERATOR: It happened to me this morning, could you click the button again?"
144,P2_GMT20220714.odt,Export fine,"Sure. Okay, now it works. It must be a glitch."
145,P2_GMT20220714.odt,Export output error,But the export button does not work ... nothing is downloading
148,P2_GMT20220714.odt,Moderator Assist,"MODERATOR: Maybe you need to refresh the web there as you linked twice the data. Then, you could fill again all the options quickly"
146,P2_GMT20220714.odt,Technical web issues,"Okay, I will refresh. Okay upload the table, the metadata that is already there."
147,P2_GMT20220714.odt,Linkage process clear,"If the metadata is already there by default, this is a suggestion that you have to upload. Okay I will select the same linkage options ... and link"
155,P2_GMT20220714.odt,Linkage process clear,I don't think the link success message was there when linked the first time. So when the message does not appear the link was not done correctly.
156,P2_GMT20220714.odt,Filename not good,"Okay extract all, zip file. I had an interrupted action about the length of the file being too long to export."
157,P2_GMT20220714.odt,Filename not good,"I might be wrong but the compressed name and the name of the files, all of those have lots of characters. They are rather lengthy."
158,P2_GMT20220714.odt,Usable tool and data,"I have 4 excel files and 2 ttl and 1 e-report which I think is the html. I have a lot of options here. It basically has several different excel files which I will open all briefly, individually."
159,P2_GMT20220714.odt,CSV output inconsistent,I don't know if it is possible to have them all in one excel file in different tabs.
160,P2_GMT20220714.odt,Output content clear,"This is a lot of the air quality, this is more the raw data with the events A, B, C and D."
161,P2_GMT20220714.odt,Output content clear,"This was the daily conditions for A in January and February, August and July."
162,P2_GMT20220714.odt,Output content clear,"For some reason, the months are backwards by default. For A, February comes first then January, not sure why but it does. Some months have missing data unfortunately. But there is a range of different information."
163,P2_GMT20220714.odt,Output content clear,"Okay, so this file is the data related to what happened that day ... I guess In the daily resolution the dataset is very small for me to do an analysis beyond this."
164,P2_GMT20220714.odt,Unclear CSV content,"And also it says January and February, even though Iask for daily I am getting monthly values."
165,P2_GMT20220714.odt,Files not useful,"Okay, in the journey file, there are the 10km buffers but the journey file does not serve too much."
166,P2_GMT20220714.odt,Filename not good,"Okay, this one has the normals, ah yeah okay ... normals, values, sdev .... normals as normalised?"
167,P2_GMT20220714.odt,Dataset structure clear,"Okay, the lag, okay so this is based on the query information and the initial dataset when Iasked for 7 days of data. So the dates reflect that."
168,P2_GMT20220714.odt,Real use case application,"Okay, so we could analyse this, but I need to think on the analysis approach to analyse this data. But that would be for another thing. It is clear that there are some data gaps."
169,P2_GMT20220714.odt,CSV output clear,"Okay, all the files seem very clear and I will close the csv files."
172,P2_GMT20220714.odt,TTL not familiar,"I will look at the graph files but I don't know how to open them. Let's try this ... Oh, it did not work but I am not overly concerned. I can open them with firefox ... there you go, okay."
173,P2_GMT20220714.odt,Report helpful,"Okay, the report is very nice and helpful."
174,P2_GMT20220714.odt,Report helpful,A lot of explanations and descriptions about the data. This is very nice.
175,P2_GMT20220714.odt,Report helpful,"Okay, this is very nice and helpful."
176,P2_GMT20220714.odt,Text or feature improvement,"So interestingly, the order on which the files are listed in the UI. I feel this one should be at the top, to look at them in this order."
177,P2_GMT20220714.odt,Report helpful,"Because the other files are not definitely as useful as the interactive report, which is by far the most valuable file."
178,P2_GMT20220714.odt,Text or feature improvement,The other files are almost as supplementary information. So you need to instruct people to look at the interactive report first.
178,P2_GMT20220714.odt,Report helpful,The other files are almost as supplementary information. So you need to instruct people to look at the interactive report first.
179,P2_GMT20220714.odt,open tag,"One thing I would query is, because the interactive report is an html file ... could this be linked here? Because at the end of the day you have exported the file but maybe you could get people to view it here because you are essentially exporting a link of the file. But a link is a link that you could produce but you cannot hyperlink something that does not exist."
180,P2_GMT20220714.odt,Report helpful,Definitely the interactive report is the priority file to view. It is very very ... There is a lot going on there that deserves attention.
181,P2_GMT20220714.odt,Task confusion,So is that task 2 completed?
183,P2_GMT20220714.odt,Report helpful,"Okay so I'm going to go through the report. There is temporal and spatial information, there are lag considerations ... We have a lot more going on in terms of ... This is an interactive report, fair ... You can do lots of things with it and it is quite helpful."
184,P2_GMT20220714.odt,Report helpful,The plot information buttons are good explanations.
185,P2_GMT20220714.odt,open tag,This is probably why you need to play around once or twice as the actual tool.
182,P2_GMT20220714.odt,Report helpful,This is very well presented.
186,P2_GMT20220714.odt,Usable tool and data,"Yes, I would need more time to read the details but it seems really complete"
187,P2_GMT20220714.odt,Real use case application,I suppose my research focus might be on analysing the air quality with the health impacts. So the lag would be extremely valuable to me. It is probably the trigger period as opposed to the duration.
189,P2_GMT20220714.odt,Usable tool and data,"One of the things here is that this is more just the dataset, not necessary the data analysis. But it prepares the data very well for transforming it to something that can be used in SPSS or other programs. so just trying to events, so the events are the individuals ... That is perfectly ..."
189,P2_GMT20220714.odt,Real use case application,"One of the things here is that this is more just the dataset, not necessary the data analysis. But it prepares the data very well for transforming it to something that can be used in SPSS or other programs. so just trying to events, so the events are the individuals ... That is perfectly ..."
190,P2_GMT20220714.odt,Additional features,"The only thing is that for my analysis I might want to exclude certain columns and pieces of information but I can easily do that with excel. I guess I have no choice but to take everything in the export, that is the only opportunity for me to actually remove the variable I do not need. So from my research point I want to be more specific about data that Ineed."
191,P2_GMT20220714.odt,Real use case application,But some researchers about Big Data that don't understand the problem fully might want to include all. So I guess it depends on if your audience is not someone who wants to narrow it to certain pollutants that works.
192,P2_GMT20220714.odt,Report helpful,"Okay this is individual events A, B, C, D ...  very different plots. I can understand why you would like to see one, maybe see them side by side now that they are 4. But if it starts getting to large datasets then it is not feasible."
193,P2_GMT20220714.odt,Confidence in using the data,"So in terms of confidence, I would be highly confident because everything is available to me."
194,P2_GMT20220714.odt,Real use case application,"Probably I would like to narrow it down, but that is coming from my approach."
194,P2_GMT20220714.odt,Additional features,"Probably I would like to narrow it down, but that is coming from my approach."
195,P2_GMT20220714.odt,Usable tool and data,"However, it is better to have everything available and you can select that after retrospectively not having regrets of not having included something."
195,P2_GMT20220714.odt,Real use case application,"However, it is better to have everything available and you can select that after retrospectively not having regrets of not having included something."
197,P2_GMT20220714.odt,Usable tool and data,"All the csv files, the interpretation in the html file so for now I do not have any other query"
196,P2_GMT20220714.odt,Real use case application,Other variables can be estimated from the available variables
198,P2_GMT20220714.odt,open tag,"I mentioned being able to compare visually, again how appropriate that point would be for this ... I don't know."
203,P2_GMT20220714.odt,open tag,One thing is to compare 2 events. But again this report has to have some limits and constraints so I am not too concerned.
199,P2_GMT20220714.odt,Additional features,"I am just wondering if I have to go back to the user interface. What could I modify to re-create a new report based on having looked at the first report? That is my approach, not everyone's but I can remove some of the data to simplify the report?"
202,P2_GMT20220714.odt,Simplify report content,Like a second chance almost because I recognised that some of the pages of the report are relevant but others not.
201,P2_GMT20220714.odt,Additional features,"But just going back to the UI and yeah. Removing some of the environmental variables while the event stays put, but the environmental data I don't have any control over that."
205,P2_GMT20220714.odt,Metadata upload off-guard,"The other feature would be perhaps in this case ... in step 2, the metadata table only appeared when I clicked those items. I was surprised and it came about that. Oh there is a file I need to import here, while in step 1 I always was clear from the beginning that Ineeded to upload a file."
206,P2_GMT20220714.odt,Metadata upload off-guard,"In being prepared for the process, I was prepared for 1 but not for 2, which I could have been. I think that is quite important as this could be an intensive file to prepare."
207,P2_GMT20220714.odt,Step 2 flow unclear,"Maybe as an event as step 0 that you will need an event file ... Step 1, 2 and 3 are more about the process and step 0 is more about having the information ready for the process itself. This did cause by default which would slow me down in the process."
208,P2_GMT20220714.odt,Additional features,"Lastly, the aggregation method, could I have more than 1? But again, I don't know if that would be highly beneficial."
209,P2_GMT20220714.odt,open tag,So it is more about the temporal unit and aggregation method so you could choose more than one. But again it could create chaos with files and the report could become extensive itself.
210,P2_GMT20220714.odt,Text or feature improvement,"Lastly, the word event if you can ... serdif report you have this fantastic information with icons ... but the event seems like the event was something that needed to be explained. Anything that could be interlinked or information boxes can be beneficial."
211,P2_GMT20220714.odt,Complete output,"It is really complete, usable and I will have to use in real conditions but the first impression is that I have everything"
211,P2_GMT20220714.odt,Usable tool and data,"It is really complete, usable and I will have to use in real conditions but the first impression is that I have everything"
212,P2_GMT20220714.odt,Linkage process clear,I mean going through step 1 was very clear and very simple perhaps. It could be more complex but once I understand the length and the lag it is very clear.
213,P2_GMT20220714.odt,Step 2 flow unclear,"Again, step 2 may need two sections one for conducting analysis and another for preparing the data for an open data repository because they are 2 very different tasks."
214,P2_GMT20220714.odt,Metadata upload off-guard,"Also this appearance of the very important metadata table that I find very important, but just pops out as a requirement."
215,P2_GMT20220714.odt,Linkage option clear,"Continuing with step 2, I had to choose some spatial and temporal factors and that was fine."
216,P2_GMT20220714.odt,Additional features,"I would like to have the option to select multiple options but it could get overly complicated in the report, the data outputs and the duration for running."
218,P2_GMT20220714.odt,Text or feature improvement,Step 3: the interactive report should get the attention first and the other data files become supplementary. The interactive report is directed to reviewing that and then you know what you have in your hands in terms of excel files.
219,P2_GMT20220714.odt,Report helpful,"The actual report itself ... it is very well linked in terms of explanations and terminology, etc., which I think is good."
220,P2_GMT20220714.odt,Report helpful,"There is little I would be suggesting. There is a lot going on to be honest, but in fairness the clarity and detail going into the explanations is very much existing."
263,P2_GMT20220714.odt,Report helpful,A lot of information is clearly linked to the metadata files and I am guessing it comes back to the metadata file being properly prepared.
221,P2_GMT20220714.odt,Additional features,I don't know if there is a way to check if it works after messing with the metadata file with spaces and back slash.
223,P2_GMT20220714.odt,Linkage process clear,That processing steps ... All of that is very clear.
224,P2_GMT20220714.odt,Report helpful,"Yes, so this is the air pollution information which is important. Okay, yeah the units are also here. Two standard deviations is the threshold for the z-scores ... I suppose again as the report the one thing I am curious about is how does this ... Can you export this report? Because it is currently an html file, I don't know how long this html file survives. Oh no, it is a downloaded html file. It is not something linked. This is one of the things I would be curious about is the export ... Oh yes, you can export these figures."
225,P2_GMT20220714.odt,Report helpful,"There is a lot going on here as well ... Yes, so there is a lot in this report that is extremely valuable."
226,P2_GMT20220714.odt,Real use case application,It is not necessary for data analysis but very useful for the methods chapter of a paper for example.
226,P2_GMT20220714.odt,Report helpful,It is not necessary for data analysis but very useful for the methods chapter of a paper for example.
227,P2_GMT20220714.odt,Report helpful,"It is the input and output data, so it is useful. Importing and downloading is very useful indeed."
228,P2_GMT20220714.odt,Report helpful,"There is a lot going on when you hover over the data but I don't know how it helps but it is there, which I suppose is better than not being there."
229,P3_GMT20220719.odt,Data upload clear,Drag and drop ... okay ... It says there the event data was successfully uploaded.
230,P3_GMT20220719.odt,Data upload clear,"Oh wow, nice! You can see the data here. That is really nice."
231,P3_GMT20220719.odt,Data upload clear,You can click upload the data table. Same message appears again about the data being successfully uploaded.
232,P3_GMT20220719.odt,Linkage option clear,"Yeah, likange options ... That is very interesting. My purpose is to conduct data analysis ... Okay, it explains that here."
233,P3_GMT20220719.odt,Linkage option clear,"Okay, so the recommended metadata is more extensive than the minimum. I will go for recommended metadata then."
234,P3_GMT20220719.odt,Linkage option clear,"Okay, I think I remember these ones. I will go for “distance” ... Let's say 10km is good Monthly temporal units and mean"
235,P3_GMT20220719.odt,Moderator Assist,MODERATOR: The example you submitted only has a few days so if you select “month” you will get a single month.
235,P3_GMT20220719.odt,Temporal unit not viable,MODERATOR: The example you submitted only has a few days so if you select “month” you will get a single month.
236,P3_GMT20220719.odt,Linkage process clear,"Yeah , this is nice actually. Easy to follow with three steps."
237,P3_GMT20220719.odt,Linkage option clear,"Then, the information about the metadata input is nicely summarised."
